Region,reporting_date,TL,TR,sCh,cCh,deaths,CFR,rainfall_avg,temperature_avg,humidity_avg
South-West,2015-06-21,2015-06-15,2015-06-21,126,44,1,2.272727272727273,40.78142857142858,23.424285714285713,93.36
South-West,2015-06-28,2015-06-22,2015-06-28,206,72,1,1.3888888888888888,9.985714285714286,23.428571428571427,92.75428571428571
South-West,2015-07-05,2015-06-29,2015-07-05,124,57,1,1.7543859649122806,5.421428571428572,23.46428571428571,92.92857142857143
South-West,2015-07-12,2015-07-06,2015-07-12,104,61,1,1.639344262295082,11.394285714285713,24.25142857142857,91.66285714285712
South-West,2015-07-19,2015-07-13,2015-07-19,328,159,2,1.257861635220126,12.2,23.412857142857145,92.91714285714286
South-West,2015-07-26,2015-07-20,2015-07-26,304,156,2,1.282051282051282,32.28857142857143,22.82714285714286,93.83857142857141
South-West,2015-08-02,2015-07-27,2015-08-02,123,35,1,2.857142857142857,17.154285714285717,22.59,92.86
South-West,2015-08-09,2015-08-03,2015-08-09,168,60,0,0.0,9.372857142857143,23.117142857142856,93.49571428571429
South-West,2015-08-16,2015-08-10,2015-08-16,90,25,0,0.0,12.682857142857143,23.34714285714286,92.70142857142856
South-West,2015-08-23,2015-08-17,2015-08-23,659,342,6,1.7543859649122806,13.434285714285716,23.52857142857143,92.35000000000001
South-West,2015-08-30,2015-08-24,2015-08-30,319,0,0,0.0,21.18857142857143,23.141428571428573,93.72714285714285
South-West,2015-09-06,2015-08-31,2015-09-06,60,0,0,0.0,10.83,23.314285714285717,92.24285714285715
South-West,2015-09-13,2015-09-07,2015-09-13,116,28,0,0.0,9.92,23.524285714285718,92.48714285714287
South-West,2015-09-20,2015-09-14,2015-09-20,254,83,0,0.0,31.638571428571428,23.507142857142856,93.19714285714284
South-West,2015-09-27,2015-09-21,2015-09-27,121,48,1,2.083333333333333,16.345714285714287,23.97285714285714,91.35285714285715
South-West,2015-10-04,2015-09-28,2015-10-04,0,0,0,0.0,2.322857142857143,23.944285714285712,92.48285714285714
South-West,2015-10-11,2015-10-05,2015-10-11,336,103,3,2.912621359223301,5.680000000000001,23.562857142857144,91.60857142857142
South-West,2015-10-18,2015-10-12,2015-10-18,223,124,3,2.419354838709677,8.162857142857144,24.16142857142857,93.24428571428571
South-West,2015-10-25,2015-10-19,2015-10-25,182,64,0,0.0,25.527142857142852,23.774285714285718,94.49142857142856
South-West,2015-11-01,2015-10-26,2015-11-01,315,56,1,1.7857142857142856,37.888571428571424,23.849999999999998,93.79714285714284
South-West,2015-11-08,2015-11-02,2015-11-08,2,1,0,0.0,16.138571428571428,24.038571428571426,90.95
South-West,2015-11-15,2015-11-09,2015-11-15,187,60,0,0.0,5.728571428571429,24.764285714285712,89.77285714285713
South-West,2015-11-22,2015-11-16,2015-11-22,115,22,0,0.0,0.6342857142857142,24.77857142857143,87.98714285714287
South-West,2015-11-29,2015-11-23,2015-11-29,9,0,0,0.0,0.23714285714285713,25.04,87.34714285714286
South-West,2015-12-06,2015-11-30,2015-12-06,17,9,0,0.0,0.08714285714285716,24.624285714285715,81.25142857142859
South-West,2015-12-13,2015-12-07,2015-12-13,0,0,0,0.0,0.1242857142857143,24.50857142857143,78.74428571428572
South-West,2015-12-20,2015-12-14,2015-12-20,144,20,0,0.0,0.09428571428571428,24.169999999999998,82.58142857142856
South-West,2015-12-27,2015-12-21,2015-12-27,0,0,0,0.0,0.018571428571428572,24.224285714285713,78.53999999999999
South-West,2016-01-10,2016-01-04,2016-01-10,0,0,0,0.0,0.23857142857142857,25.655714285714286,80.8457142857143
South-West,2016-01-17,2016-01-11,2016-01-17,0,0,0,0.0,0.2871428571428571,26.228571428571428,75.71142857142857
South-West,2016-01-24,2016-01-18,2016-01-24,0,0,0,0.0,0.037142857142857144,26.427142857142854,73.14571428571428
South-West,2016-01-31,2016-01-25,2016-01-31,0,0,0,0.0,0.10857142857142857,25.92285714285714,62.28714285714286
South-West,2016-02-07,2016-02-01,2016-02-07,33,11,0,0.0,0.6428571428571429,26.778571428571432,70.48
South-West,2016-02-14,2016-02-08,2016-02-14,0,0,0,0.0,0.5028571428571429,26.534285714285716,69.91428571428571
South-West,2016-02-21,2016-02-15,2016-02-21,0,0,0,0.0,0.6071428571428571,28.00714285714286,72.46000000000001
South-West,2016-02-28,2016-02-22,2016-02-28,0,0,0,0.0,1.7014285714285713,27.747142857142855,77.12571428571427
South-West,2016-03-06,2016-02-29,2016-03-06,12,3,0,0.0,8.585714285714285,26.46,85.81714285714285
South-West,2016-03-13,2016-03-07,2016-03-13,167,92,2,2.1739130434782608,2.595714285714286,26.00142857142857,85.40714285714284
South-West,2016-03-20,2016-03-14,2016-03-20,183,64,1,1.5625,3.6142857142857143,25.977142857142862,85.77428571428572
South-West,2016-03-27,2016-03-21,2016-03-27,142,32,1,3.125,19.602857142857147,25.624285714285715,89.01571428571427
South-West,2016-04-03,2016-03-28,2016-04-03,225,104,1,0.9615384615384616,14.414285714285716,25.74857142857143,91.39857142857143
South-West,2016-04-10,2016-04-04,2016-04-10,194,39,0,0.0,3.6185714285714288,25.33142857142857,89.82428571428572
South-West,2016-04-17,2016-04-11,2016-04-17,248,89,1,1.1235955056179776,10.0,25.442857142857147,90.39285714285714
South-West,2016-04-24,2016-04-18,2016-04-24,199,89,1,1.1235955056179776,6.765714285714286,25.438571428571432,91.01571428571428
South-West,2016-05-01,2016-04-25,2016-05-01,154,48,0,0.0,2.437142857142857,25.34,91.51999999999998
South-West,2016-05-08,2016-05-02,2016-05-08,299,116,5,4.310344827586207,3.86,25.32,89.51285714285714
South-West,2016-05-15,2016-05-09,2016-05-15,77,0,0,0.0,13.357142857142858,25.26571428571429,91.2357142857143
South-West,2016-05-22,2016-05-16,2016-05-22,206,87,2,2.2988505747126435,14.165714285714287,24.69571428571428,92.29285714285716
South-West,2016-05-29,2016-05-23,2016-05-29,97,37,1,2.702702702702702,14.01,24.58857142857143,90.79571428571428
South-West,2016-06-05,2016-05-30,2016-06-05,105,39,0,0.0,7.518571428571429,24.99857142857143,89.17428571428572
South-West,2016-06-12,2016-06-06,2016-06-12,574,163,5,3.067484662576687,9.331428571428573,24.38428571428571,93.75142857142858
South-West,2016-06-19,2016-06-13,2016-06-19,286,136,1,0.7352941176470588,17.602857142857143,23.284285714285716,91.16285714285713
South-West,2016-06-26,2016-06-20,2016-06-26,61,18,0,0.0,38.744285714285716,23.444285714285716,92.35714285714286
South-West,2016-07-03,2016-06-27,2016-07-03,77,40,1,2.5,10.565714285714288,23.90285714285714,91.57000000000001
South-West,2016-07-10,2016-07-04,2016-07-10,371,236,9,3.8135593220338975,17.664285714285715,23.831428571428575,93.36285714285714
South-West,2016-07-17,2016-07-11,2016-07-17,338,167,1,0.5988023952095809,20.648571428571426,23.134285714285713,92.73142857142855
South-West,2016-07-24,2016-07-18,2016-07-24,509,56,1,1.7857142857142856,12.214285714285717,23.044285714285717,94.2642857142857
South-West,2016-07-31,2016-07-25,2016-07-31,636,146,3,2.054794520547945,17.361428571428572,22.944285714285712,92.47571428571428
South-West,2016-08-07,2016-08-01,2016-08-07,473,251,6,2.3904382470119523,44.24142857142857,22.942857142857147,94.15714285714284
South-West,2016-08-14,2016-08-08,2016-08-14,219,119,2,1.680672268907563,17.562857142857144,23.004285714285718,93.56714285714285
South-West,2016-08-21,2016-08-15,2016-08-21,522,240,6,2.5,20.478571428571428,23.10571428571429,93.88857142857144
South-West,2016-08-28,2016-08-22,2016-08-28,153,72,1,1.3888888888888888,14.27,23.267142857142858,91.72285714285715
South-West,2016-09-04,2016-08-29,2016-09-04,68,26,1,3.8461538461538463,12.125714285714286,23.302857142857142,92.12428571428573
South-West,2016-09-11,2016-09-05,2016-09-11,455,238,3,1.2605042016806722,24.987142857142857,23.524285714285718,93.31285714285714
South-West,2016-09-18,2016-09-12,2016-09-18,224,61,1,1.639344262295082,13.384285714285713,23.277142857142856,92.40142857142858
South-West,2016-09-25,2016-09-19,2016-09-25,340,169,4,2.366863905325444,11.725714285714288,23.448571428571427,92.36428571428573
South-West,2016-10-02,2016-09-26,2016-10-02,282,124,1,0.8064516129032258,6.0914285714285725,23.805714285714288,92.50999999999999
South-West,2016-10-09,2016-10-03,2016-10-09,308,128,3,2.34375,6.424285714285714,23.908571428571427,93.37142857142855
South-West,2016-10-16,2016-10-10,2016-10-16,2,1,0,0.0,9.428571428571429,24.240000000000002,90.91
South-West,2016-10-23,2016-10-17,2016-10-23,154,26,0,0.0,17.990000000000002,24.111428571428572,90.86571428571428
South-West,2016-10-30,2016-10-24,2016-10-30,214,70,1,1.4285714285714286,16.785714285714285,24.439999999999998,90.69571428571429
South-West,2016-11-06,2016-10-31,2016-11-06,210,96,0,0.0,7.48142857142857,23.94857142857143,91.20857142857143
South-West,2016-11-13,2016-11-07,2016-11-13,43,22,0,0.0,1.4871428571428573,24.552857142857142,89.05428571428571
South-West,2016-11-20,2016-11-14,2016-11-20,51,25,0,0.0,3.0771428571428574,25.00857142857143,89.19142857142857
South-West,2016-11-27,2016-11-21,2016-11-27,24,12,0,0.0,1.9471428571428575,25.074285714285715,90.07285714285715
South-West,2016-12-04,2016-11-28,2016-12-04,0,0,0,0.0,0.8271428571428572,24.69,89.58142857142857
South-West,2016-12-11,2016-12-05,2016-12-11,41,17,0,0.0,1.3314285714285714,24.25142857142857,89.40714285714286
South-West,2016-12-18,2016-12-12,2016-12-18,57,0,0,0.0,0.8,25.050000000000004,86.86285714285714
South-West,2016-12-25,2016-12-19,2016-12-25,32,12,0,0.0,0.8642857142857142,25.592857142857145,84.41
South-West,2017-01-01,2016-12-26,2017-01-01,48,24,0,0.0,3.02,24.83428571428572,80.14142857142858
South-West,2017-01-08,2017-01-02,2017-01-08,41,13,0,0.0,0.045714285714285714,24.887142857142862,84.63142857142859
South-West,2017-01-15,2017-01-09,2017-01-15,116,5,0,0.0,0.12714285714285714,24.622857142857146,84.55428571428571
South-West,2017-01-22,2017-01-16,2017-01-22,0,0,0,0.0,0.27714285714285714,25.028571428571432,89.29857142857142
South-West,2017-01-29,2017-01-23,2017-01-29,51,25,0,0.0,1.0885714285714285,24.505714285714284,90.62714285714286
South-West,2017-02-05,2017-01-30,2017-02-05,0,0,0,0.0,2.382857142857143,25.27,85.94857142857143
South-West,2017-02-12,2017-02-06,2017-02-12,0,0,0,0.0,0.6371428571428572,25.440000000000005,84.98
South-West,2017-02-19,2017-02-13,2017-02-19,24,0,0,0.0,0.35714285714285715,25.43285714285714,82.51142857142857
South-West,2017-02-26,2017-02-20,2017-02-26,59,27,1,3.7037037037037033,0.3157142857142857,26.194285714285712,80.3257142857143
South-West,2017-03-05,2017-02-27,2017-03-05,0,0,0,0.0,2.1857142857142855,26.201428571428572,82.87857142857142
South-West,2017-03-12,2017-03-06,2017-03-12,98,14,0,0.0,10.987142857142857,24.974285714285713,88.75428571428571
South-West,2017-03-19,2017-03-13,2017-03-19,101,36,0,0.0,10.095714285714285,25.322857142857146,88.25285714285712
South-West,2017-03-26,2017-03-20,2017-03-26,200,40,1,2.5,8.392857142857144,25.071428571428577,89.80142857142859
South-West,2017-04-02,2017-03-27,2017-04-02,116,59,1,1.694915254237288,6.844285714285715,25.33857142857143,89.35571428571428
South-West,2017-04-09,2017-04-03,2017-04-09,55,14,0,0.0,6.5914285714285725,25.234285714285715,87.60714285714286
South-West,2017-04-16,2017-04-10,2017-04-16,85,38,0,0.0,11.002857142857144,25.032857142857146,89.46285714285715
South-West,2017-04-23,2017-04-17,2017-04-23,142,39,0,0.0,13.971428571428573,25.240000000000002,90.16285714285716
South-West,2017-04-30,2017-04-24,2017-04-30,0,0,0,0.0,6.347142857142858,25.13285714285714,90.53
South-West,2017-05-07,2017-05-01,2017-05-07,0,0,0,0.0,3.4542857142857137,24.787142857142857,88.90857142857142
South-West,2017-05-14,2017-05-08,2017-05-14,88,21,0,0.0,6.8585714285714285,25.04857142857143,90.4457142857143
South-West,2017-05-21,2017-05-15,2017-05-21,221,88,2,2.272727272727273,11.714285714285714,25.132857142857144,88.28857142857143
South-West,2017-05-28,2017-05-22,2017-05-28,222,74,2,2.702702702702702,23.21,24.954285714285714,89.99285714285715
South-West,2017-06-04,2017-05-29,2017-06-04,0,0,0,0.0,12.068571428571428,24.802857142857142,91.28999999999999
South-West,2017-06-11,2017-06-05,2017-06-11,297,75,1,1.3333333333333337,9.968571428571428,25.367142857142856,91.02285714285713
South-West,2017-06-18,2017-06-12,2017-06-18,68,33,0,0.0,11.035714285714286,24.15285714285714,91.49428571428571
South-West,2017-06-25,2017-06-19,2017-06-25,173,87,3,3.4482758620689653,10.885714285714286,24.05857142857143,91.03857142857143
South-West,2017-07-02,2017-06-26,2017-07-02,94,26,1,3.8461538461538463,18.895714285714288,23.754285714285714,91.96571428571428
South-West,2017-07-09,2017-07-03,2017-07-09,207,112,2,1.7857142857142856,16.13285714285714,23.345714285714283,91.27857142857144
South-West,2017-07-16,2017-07-10,2017-07-16,516,136,4,2.941176470588235,16.84857142857143,23.15285714285714,92.36285714285714
South-West,2017-07-23,2017-07-17,2017-07-23,133,35,0,0.0,25.71857142857143,23.650000000000002,92.04285714285716
South-West,2017-07-30,2017-07-24,2017-07-30,762,163,4,2.4539877300613497,27.038571428571426,23.298571428571428,93.13714285714286
South-West,2017-08-06,2017-07-31,2017-08-06,126,54,0,0.0,12.204285714285716,22.92571428571429,93.57142857142857
South-West,2017-08-13,2017-08-07,2017-08-13,142,49,0,0.0,32.32714285714286,23.060000000000002,93.61428571428571
South-West,2017-08-20,2017-08-14,2017-08-20,601,296,3,1.0135135135135136,9.637142857142859,22.935714285714283,93.65571428571427
South-West,2017-08-27,2017-08-21,2017-08-27,225,85,3,3.5294117647058822,22.055714285714284,23.122857142857146,93.27285714285712
South-West,2017-09-03,2017-08-28,2017-09-03,84,56,1,1.7857142857142856,11.175714285714283,22.987142857142857,92.89
South-West,2017-09-10,2017-09-04,2017-09-10,507,235,6,2.553191489361702,14.731428571428571,23.38,92.64285714285712
South-West,2017-09-17,2017-09-11,2017-09-17,100,59,2,3.389830508474576,14.370000000000001,23.28,93.10714285714286
South-West,2017-09-24,2017-09-18,2017-09-24,637,358,7,1.9553072625698324,10.345714285714285,23.74142857142857,92.52285714285713
South-West,2017-10-01,2017-09-25,2017-10-01,0,0,0,0.0,7.267142857142856,23.82,91.63857142857141
South-West,2017-10-08,2017-10-02,2017-10-08,463,229,4,1.7467248908296942,19.467142857142854,24.131428571428568,92.13428571428572
South-West,2017-10-15,2017-10-09,2017-10-15,308,26,1,3.8461538461538463,7.314285714285716,23.821428571428573,91.72571428571429
South-West,2017-10-22,2017-10-16,2017-10-22,36,18,0,0.0,5.085714285714286,23.857142857142858,92.93571428571428
South-West,2017-10-29,2017-10-23,2017-10-29,63,0,0,0.0,9.092857142857143,24.078571428571426,90.46142857142857
South-West,2017-11-05,2017-10-30,2017-11-05,0,0,0,0.0,13.827142857142858,24.409999999999997,89.95142857142856
South-West,2017-11-12,2017-11-06,2017-11-12,0,0,0,0.0,7.732857142857142,23.918571428571425,90.19571428571427
South-West,2017-11-19,2017-11-13,2017-11-19,0,0,0,0.0,11.425714285714289,24.21,90.98714285714286
South-West,2017-11-26,2017-11-20,2017-11-26,74,40,1,2.5,7.042857142857144,24.159999999999997,90.02285714285713
South-West,2017-12-03,2017-11-27,2017-12-03,0,0,0,0.0,0.3628571428571428,24.67142857142857,86.16857142857143
South-West,2017-12-10,2017-12-04,2017-12-10,0,0,0,0.0,0.1457142857142857,24.715714285714284,85.64571428571428
South-West,2017-12-17,2017-12-11,2017-12-17,39,18,0,0.0,0.16285714285714287,24.981428571428573,84.41857142857144
South-West,2017-12-24,2017-12-18,2017-12-24,198,64,1,1.5625,0.2385714285714286,24.740000000000002,90.01142857142857
South-West,2017-12-31,2017-12-25,2017-12-31,37,14,0,0.0,0.002857142857142857,24.595714285714283,82.20428571428572
South-West,2018-08-26,2018-08-20,2018-08-26,57,16,0,0.0,11.777142857142858,23.045714285714286,92.33428571428571
South-West,2020-05-18,2019-11-11,2020-05-18,0,0,0,0.0,4.753315789473683,25.72310526315789,82.62452631578947
South-West,2020-09-20,2019-11-11,2020-09-20,39,26,1,3.8461538461538463,9.961333333333332,24.88130158730159,86.41257142857143
South-West,2019-12-07,2019-12-01,2019-12-07,120,0,0,0.0,1.897142857142857,24.98571428571429,86.98000000000002
South-West,2020-09-11,2020-09-11,2020-09-11,0,0,0,0.0,21.21,23.13,94.6
South-West,2020-09-23,2020-09-11,2020-09-23,47,0,0,0.0,20.23461538461538,23.182307692307692,92.61384615384614
South-West,2020-09-12,2020-09-12,2020-09-12,0,0,0,0.0,17.98,22.82,94.09
South-West,2020-09-13,2020-09-13,2020-09-13,0,0,0,0.0,19.89,23.01,92.88
South-West,2020-09-14,2020-09-14,2020-09-14,85,43,1,2.3255813953488373,17.76,22.97,92.86
South-West,2020-09-15,2020-09-15,2020-09-15,126,69,0,0.0,22.21,23.61,91.93
South-West,2020-09-17,2020-09-15,2020-09-17,74,42,0,0.0,20.189999999999998,23.59,92.08999999999999
South-West,2020-09-16,2020-09-16,2020-09-16,33,13,0,0.0,19.87,23.52,92.63
South-West,2020-09-18,2020-09-18,2020-09-18,0,0,0,0.0,79.83,23.26,95.07
South-West,2020-09-19,2020-09-19,2020-09-19,0,0,0,0.0,9.01,23.41,92.4
South-West,2020-09-21,2020-09-21,2020-09-21,0,0,0,0.0,1.56,22.93,91.07
South-West,2020-09-22,2020-09-22,2020-09-22,0,0,0,0.0,3.38,23.09,90.12
West,2010-01-10,2010-01-04,2010-01-10,0,0,0,0.0,2.0185714285714282,20.617142857142856,64.03
West,2010-01-17,2010-01-11,2010-01-17,51,22,0,0.0,0.47714285714285715,21.117142857142856,64.61571428571428
West,2010-01-24,2010-01-18,2010-01-24,6,0,0,0.0,0.2871428571428572,21.578571428571426,59.24428571428571
West,2010-01-31,2010-01-25,2010-01-31,0,0,0,0.0,0.8571428571428571,22.58428571428571,67.13428571428572
West,2010-02-07,2010-02-01,2010-02-07,79,26,0,0.0,1.648571428571429,22.240000000000002,62.875714285714295
West,2010-02-14,2010-02-08,2010-02-14,24,0,0,0.0,1.9957142857142856,22.02,68.10857142857142
West,2010-02-21,2010-02-15,2010-02-21,45,20,0,0.0,0.26285714285714284,22.857142857142858,76.36571428571428
West,2010-02-28,2010-02-22,2010-02-28,0,0,0,0.0,3.367142857142857,23.128571428571426,77.54142857142858
West,2010-03-07,2010-03-01,2010-03-07,10,5,0,0.0,0.88,22.965714285714284,70.71285714285715
West,2010-03-14,2010-03-08,2010-03-14,71,31,1,3.225806451612903,6.215714285714285,22.681428571428576,81.93142857142857
West,2010-03-21,2010-03-15,2010-03-21,148,47,1,2.127659574468085,5.055714285714286,21.978571428571428,81.79
West,2010-03-28,2010-03-22,2010-03-28,45,28,0,0.0,2.157142857142857,22.027142857142856,67.26
West,2010-04-04,2010-03-29,2010-04-04,74,22,0,0.0,1.202857142857143,22.68,77.17999999999999
West,2010-04-11,2010-04-05,2010-04-11,183,43,0,0.0,4.648571428571429,22.365714285714287,81.44428571428571
West,2010-04-18,2010-04-12,2010-04-18,83,17,0,0.0,6.434285714285713,22.981428571428573,82.02857142857144
West,2010-04-25,2010-04-19,2010-04-25,180,47,1,2.127659574468085,7.737142857142857,22.237142857142857,85.87285714285714
West,2010-05-02,2010-04-26,2010-05-02,0,0,0,0.0,5.4,21.972857142857144,84.96714285714287
West,2010-05-09,2010-05-03,2010-05-09,54,34,1,2.941176470588235,5.451428571428571,22.147142857142857,85.30142857142857
West,2010-05-16,2010-05-10,2010-05-16,90,33,0,0.0,5.032857142857144,22.058571428571433,86.5
West,2010-05-23,2010-05-17,2010-05-23,39,0,0,0.0,5.742857142857142,21.97714285714286,85.21000000000001
West,2010-05-30,2010-05-24,2010-05-30,158,76,2,2.631578947368421,2.9899999999999998,22.12285714285714,85.70857142857143
West,2010-06-06,2010-05-31,2010-06-06,0,0,0,0.0,7.107142857142857,21.134285714285713,87.99571428571429
West,2010-06-13,2010-06-07,2010-06-13,19,0,0,0.0,1.8214285714285712,21.657142857142862,83.60714285714286
West,2010-06-20,2010-06-14,2010-06-20,315,100,3,3.0,7.077142857142857,21.38428571428571,85.28857142857143
West,2010-06-27,2010-06-21,2010-06-27,256,105,1,0.9523809523809524,12.682857142857145,20.864285714285717,85.41857142857144
West,2010-07-04,2010-06-28,2010-07-04,62,34,1,2.941176470588235,8.445714285714285,20.71142857142857,87.21714285714286
West,2010-07-11,2010-07-05,2010-07-11,214,63,2,3.1746031746031744,9.290000000000001,20.205714285714286,88.94428571428571
West,2010-07-18,2010-07-12,2010-07-18,185,43,1,2.3255813953488373,5.61,20.59,86.21142857142856
West,2010-07-25,2010-07-19,2010-07-25,94,52,0,0.0,12.855714285714287,19.505714285714284,89.32285714285715
West,2010-08-01,2010-07-26,2010-08-01,59,22,0,0.0,3.602857142857143,20.271428571428572,88.99285714285712
West,2010-08-08,2010-08-02,2010-08-08,288,111,2,1.8018018018018016,7.852857142857142,20.801428571428573,88.61428571428573
West,2010-08-15,2010-08-09,2010-08-15,0,0,0,0.0,9.469999999999999,19.84142857142857,87.37142857142858
West,2010-08-22,2010-08-16,2010-08-22,70,43,1,2.3255813953488373,14.129999999999999,20.312857142857144,88.64714285714285
West,2010-08-29,2010-08-23,2010-08-29,0,0,0,0.0,7.194285714285715,20.541428571428575,88.51714285714287
West,2010-09-05,2010-08-30,2010-09-05,256,61,1,1.639344262295082,5.859999999999999,20.46,89.11857142857141
West,2010-09-12,2010-09-06,2010-09-12,55,0,0,0.0,6.167142857142857,19.71,89.53285714285714
West,2010-09-19,2010-09-13,2010-09-19,0,0,0,0.0,4.178571428571429,20.427142857142858,86.24428571428572
West,2010-09-26,2010-09-20,2010-09-26,60,32,0,0.0,13.681428571428572,20.042857142857144,89.30142857142859
West,2010-10-03,2010-09-27,2010-10-03,162,0,0,0.0,5.534285714285715,20.361428571428572,88.56142857142856
West,2010-10-10,2010-10-04,2010-10-10,62,0,0,0.0,6.33,20.857142857142858,85.22857142857143
West,2010-10-17,2010-10-11,2010-10-17,106,49,0,0.0,8.668571428571429,20.334285714285716,87.36571428571428
West,2010-10-24,2010-10-18,2010-10-24,579,127,4,3.149606299212598,10.702857142857143,20.10857142857143,89.75571428571428
West,2010-10-31,2010-10-25,2010-10-31,263,99,1,1.0101010101010102,7.955714285714286,20.37857142857143,89.26857142857143
West,2010-11-07,2010-11-01,2010-11-07,121,61,0,0.0,5.07,20.035714285714285,88.83142857142857
West,2010-11-14,2010-11-08,2010-11-14,156,26,1,3.8461538461538463,2.5171428571428573,20.71142857142857,84.18428571428572
West,2010-11-21,2010-11-15,2010-11-21,264,137,3,2.18978102189781,1.3914285714285717,20.417142857142856,84.58285714285715
West,2010-11-28,2010-11-22,2010-11-28,56,33,1,3.0303030303030303,1.1742857142857144,20.502857142857142,84.18571428571428
West,2010-12-05,2010-11-29,2010-12-05,21,9,0,0.0,1.2128571428571426,20.694285714285716,75.87
West,2010-12-12,2010-12-06,2010-12-12,0,0,0,0.0,0.07571428571428572,19.957142857142856,67.87857142857142
West,2010-12-19,2010-12-13,2010-12-19,0,0,0,0.0,0.04428571428571428,20.062857142857144,72.01428571428572
West,2010-12-26,2010-12-20,2010-12-26,75,17,1,5.88235294117647,0.66,20.04,68.38142857142857
West,2011-01-02,2010-12-27,2011-01-02,0,0,0,0.0,0.002857142857142857,19.95,66.41285714285715
West,2011-01-09,2011-01-03,2011-01-09,0,0,0,0.0,0.09142857142857143,19.83142857142857,68.9042857142857
West,2011-01-16,2011-01-10,2011-01-16,0,0,0,0.0,0.0071428571428571435,19.332857142857144,62.258571428571436
West,2011-01-23,2011-01-17,2011-01-23,57,22,0,0.0,0.04714285714285715,20.139999999999997,64.02
West,2011-01-30,2011-01-24,2011-01-30,43,17,1,5.88235294117647,0.0014285714285714286,21.28142857142857,58.00857142857142
West,2011-02-06,2011-01-31,2011-02-06,9,5,0,0.0,0.2885714285714286,21.602857142857147,73.55571428571429
West,2011-02-13,2011-02-07,2011-02-13,54,9,0,0.0,0.08571428571428572,21.762857142857143,68.11714285714285
West,2011-02-20,2011-02-14,2011-02-20,38,8,0,0.0,1.647142857142857,21.60571428571429,78.01857142857143
West,2011-02-27,2011-02-21,2011-02-27,79,15,0,0.0,2.478571428571429,21.275714285714287,77.32571428571428
West,2011-03-06,2011-02-28,2011-03-06,240,39,1,2.564102564102564,2.087142857142857,22.06857142857143,78.68142857142858
West,2011-03-13,2011-03-07,2011-03-13,168,56,1,1.7857142857142856,0.2371428571428571,22.197142857142858,73.43571428571428
West,2011-03-20,2011-03-14,2011-03-20,189,35,1,2.857142857142857,0.5385714285714285,22.318571428571428,71.13428571428571
West,2011-03-27,2011-03-21,2011-03-27,243,46,0,0.0,3.655714285714286,21.550000000000004,82.35142857142856
West,2011-04-03,2011-03-28,2011-04-03,195,90,1,1.1111111111111112,1.6942857142857142,21.777142857142856,79.73
West,2011-04-10,2011-04-04,2011-04-10,109,25,0,0.0,3.7514285714285713,21.830000000000002,77.6542857142857
West,2011-04-17,2011-04-11,2011-04-17,230,69,1,1.4492753623188406,3.7371428571428567,22.094285714285718,81.43285714285715
West,2011-04-24,2011-04-18,2011-04-24,157,31,1,3.225806451612903,4.637142857142856,21.975714285714282,85.76
West,2011-05-01,2011-04-25,2011-05-01,603,298,5,1.6778523489932886,3.1171428571428565,21.648571428571422,85.13571428571429
West,2011-05-08,2011-05-02,2011-05-08,288,71,3,4.225352112676056,5.021428571428571,22.030000000000005,85.85000000000001
West,2011-05-15,2011-05-09,2011-05-15,304,120,4,3.333333333333333,4.432857142857143,21.829999999999995,85.79714285714286
West,2011-05-22,2011-05-16,2011-05-22,377,88,5,5.681818181818182,5.538571428571429,21.662857142857142,88.0442857142857
West,2011-05-29,2011-05-23,2011-05-29,441,65,3,4.615384615384616,5.528571428571429,20.84857142857143,87.92857142857143
West,2011-06-05,2011-05-30,2011-06-05,312,146,2,1.36986301369863,7.131428571428572,21.44142857142857,87.64857142857143
West,2011-06-12,2011-06-06,2011-06-12,211,26,0,0.0,2.628571428571429,21.25714285714286,84.91285714285713
West,2011-06-19,2011-06-13,2011-06-19,354,54,1,1.851851851851852,7.557142857142857,21.534285714285716,85.54857142857142
West,2011-06-26,2011-06-20,2011-06-26,343,20,2,10.0,6.038571428571429,20.555714285714288,87.35285714285715
West,2011-07-03,2011-06-27,2011-07-03,395,188,3,1.5957446808510638,5.522857142857143,20.591428571428573,86.84857142857143
West,2011-07-10,2011-07-04,2011-07-10,191,64,3,4.6875,7.112857142857143,20.72714285714286,86.32571428571428
West,2011-07-17,2011-07-11,2011-07-17,411,49,1,2.0408163265306123,6.132857142857142,20.07,86.30999999999999
West,2011-07-24,2011-07-18,2011-07-24,714,360,7,1.9444444444444444,9.290000000000001,20.77857142857143,85.28571428571429
West,2011-07-31,2011-07-25,2011-07-31,309,27,1,3.7037037037037033,6.214285714285714,20.352857142857143,86.78
West,2011-08-07,2011-08-01,2011-08-07,410,83,2,2.409638554216868,13.065714285714284,20.33142857142857,88.36571428571428
West,2011-08-14,2011-08-08,2011-08-14,379,124,1,0.8064516129032258,15.904285714285717,19.464285714285715,89.52428571428571
West,2011-08-21,2011-08-15,2011-08-21,131,1,0,0.0,10.021428571428572,19.595714285714283,89.1542857142857
West,2011-08-28,2011-08-22,2011-08-28,192,62,1,1.6129032258064515,11.858571428571427,20.215714285714288,87.32000000000001
West,2011-09-04,2011-08-29,2011-09-04,127,10,0,0.0,14.465714285714284,19.81714285714286,88.09714285714287
West,2011-09-11,2011-09-05,2011-09-11,78,14,0,0.0,12.000000000000002,19.962857142857143,90.52428571428571
