,Region,TL,TR,reporting_date,sCh,cCh,deaths,CFR
3554,South,2011-09-12,2011-09-18,2011-09-18,117,51,0,0.0
3555,South,2011-09-19,2011-09-25,2011-09-25,148,35,0,0.0
3556,South,2011-09-26,2011-10-02,2011-10-02,205,52,2,3.8461538461538463
3557,South,2011-10-03,2011-10-09,2011-10-09,53,29,0,0.0
3558,South,2011-10-10,2011-10-16,2011-10-16,414,111,3,2.7027027027027026
3559,South,2011-10-17,2011-10-23,2011-10-23,37,18,0,0.0
3560,South,2011-10-24,2011-10-30,2011-10-30,25,0,0,0.0
3561,South,2011-10-31,2011-11-06,2011-11-06,0,0,0,0.0
3562,South,2011-11-07,2011-11-13,2011-11-13,65,0,0,0.0
3563,South,2011-11-14,2011-11-20,2011-11-20,0,0,0,0.0
3564,South,2011-11-21,2011-11-27,2011-11-27,0,0,0,0.0
3565,South,2011-11-28,2011-12-04,2011-12-04,0,0,0,0.0
3566,South,2011-12-05,2011-12-11,2011-12-11,0,0,0,0.0
3567,South,2011-12-12,2011-12-18,2011-12-18,0,0,0,0.0
3568,South,2011-12-19,2011-12-25,2011-12-25,0,0,0,0.0
3569,South,2011-12-26,2012-01-01,2012-01-01,9,4,0,0.0
3570,South,2012-01-02,2012-01-08,2012-01-08,22,11,0,0.0
3571,South,2012-01-09,2012-01-15,2012-01-15,92,34,1,2.941176470588235
3572,South,2012-01-16,2012-01-22,2012-01-22,0,0,0,0.0
3573,South,2012-01-23,2012-01-29,2012-01-29,0,0,0,0.0
3574,South,2012-01-30,2012-02-05,2012-02-05,0,0,0,0.0
3575,South,2012-02-06,2012-02-12,2012-02-12,0,0,0,0.0
3576,South,2012-02-13,2012-02-19,2012-02-19,70,36,0,0.0
3577,South,2012-02-20,2012-02-26,2012-02-26,46,18,0,0.0
3578,South,2012-02-27,2012-03-04,2012-03-04,20,0,0,0.0
3579,South,2012-03-05,2012-03-11,2012-03-11,0,0,0,0.0
3580,South,2012-03-12,2012-03-18,2012-03-18,70,0,0,0.0
3581,South,2012-03-19,2012-03-25,2012-03-25,42,0,0,0.0
3582,South,2012-03-26,2012-04-01,2012-04-01,0,0,0,0.0
3583,South,2012-04-02,2012-04-08,2012-04-08,34,16,0,0.0
3584,South,2012-04-09,2012-04-15,2012-04-15,92,16,0,0.0
3585,South,2012-04-16,2012-04-22,2012-04-22,154,81,0,0.0
3586,South,2012-04-23,2012-04-29,2012-04-29,0,0,0,0.0
3587,South,2012-04-30,2012-05-06,2012-05-06,82,0,0,0.0
3588,South,2012-05-07,2012-05-13,2012-05-13,73,0,0,0.0
3589,South,2012-05-14,2012-05-20,2012-05-20,9,3,0,0.0
3590,South,2012-05-21,2012-05-27,2012-05-27,250,43,1,2.3255813953488373
3591,South,2012-05-28,2012-06-03,2012-06-03,0,0,0,0.0
3592,South,2012-06-04,2012-06-10,2012-06-10,61,33,0,0.0
3593,South,2012-06-11,2012-06-17,2012-06-17,70,8,0,0.0
3594,South,2012-06-18,2012-06-24,2012-06-24,97,0,0,0.0
3595,South,2012-06-25,2012-07-01,2012-07-01,183,113,5,4.424778761061947
3596,South,2012-07-02,2012-07-08,2012-07-08,0,0,0,0.0
3597,South,2012-07-09,2012-07-15,2012-07-15,19,11,0,0.0
3598,South,2012-07-16,2012-07-22,2012-07-22,0,0,0,0.0
3599,South,2012-07-23,2012-07-29,2012-07-29,98,60,1,1.6666666666666667
3600,South,2012-07-30,2012-08-05,2012-08-05,80,40,0,0.0
3601,South,2012-08-06,2012-08-12,2012-08-12,106,0,0,0.0
3602,South,2012-08-13,2012-08-19,2012-08-19,97,36,2,5.555555555555555
3603,South,2012-08-20,2012-08-26,2012-08-26,50,0,0,0.0
3604,South,2012-08-27,2012-09-02,2012-09-02,186,100,0,0.0
3605,South,2012-09-03,2012-09-09,2012-09-09,114,35,1,2.857142857142857
3606,South,2012-09-10,2012-09-16,2012-09-16,0,0,0,0.0
3607,South,2012-09-17,2012-09-23,2012-09-23,29,11,0,0.0
3608,South,2012-09-24,2012-09-30,2012-09-30,97,23,1,4.3478260869565215
3609,South,2012-10-01,2012-10-07,2012-10-07,137,86,1,1.1627906976744187
3610,South,2012-10-08,2012-10-14,2012-10-14,0,0,0,0.0
3611,South,2012-10-15,2012-10-21,2012-10-21,0,0,0,0.0
3612,South,2012-10-22,2012-10-28,2012-10-28,181,98,2,2.0408163265306123
3613,South,2012-10-29,2012-11-04,2012-11-04,150,56,1,1.7857142857142856
3614,South,2012-11-05,2012-11-11,2012-11-11,0,0,0,0.0
3615,South,2012-11-12,2012-11-18,2012-11-18,0,0,0,0.0
3616,South,2012-11-19,2012-11-25,2012-11-25,55,35,1,2.857142857142857
3617,South,2012-11-26,2012-12-02,2012-12-02,125,40,1,2.5
3618,South,2012-12-03,2012-12-09,2012-12-09,0,0,0,0.0
3619,South,2012-12-10,2012-12-16,2012-12-16,0,0,0,0.0
3620,South,2012-12-17,2012-12-23,2012-12-23,43,27,0,0.0
3621,South,2012-12-24,2012-12-30,2012-12-30,7,2,0,0.0
3622,South,2012-12-31,2013-01-06,2013-01-06,0,0,0,0.0
3623,South,2013-01-07,2013-01-13,2013-01-13,37,21,1,4.761904761904762
3624,South,2013-01-14,2013-01-20,2013-01-20,0,0,0,0.0
3625,South,2013-01-21,2013-01-27,2013-01-27,38,1,0,0.0
3626,South,2013-01-28,2013-02-03,2013-02-03,15,6,0,0.0
3627,South,2013-02-04,2013-02-10,2013-02-10,0,0,0,0.0
3628,South,2013-02-11,2013-02-17,2013-02-17,0,0,0,0.0
3629,South,2013-02-18,2013-02-24,2013-02-24,20,10,0,0.0
3630,South,2013-02-25,2013-03-03,2013-03-03,51,31,0,0.0
3631,South,2013-03-04,2013-03-10,2013-03-10,124,62,1,1.6129032258064515
3632,South,2013-03-11,2013-03-17,2013-03-17,0,0,0,0.0
3633,South,2013-03-18,2013-03-24,2013-03-24,23,8,0,0.0
3634,South,2013-03-25,2013-03-31,2013-03-31,358,131,3,2.2900763358778624
3635,South,2013-04-01,2013-04-07,2013-04-07,111,64,0,0.0
3636,South,2013-04-08,2013-04-14,2013-04-14,44,13,0,0.0
3637,South,2013-04-15,2013-04-21,2013-04-21,42,10,0,0.0
3638,South,2013-04-22,2013-04-28,2013-04-28,119,26,0,0.0
3639,South,2013-04-29,2013-05-05,2013-05-05,0,0,0,0.0
3640,South,2013-05-06,2013-05-12,2013-05-12,0,0,0,0.0
3641,South,2013-05-13,2013-05-19,2013-05-19,55,0,0,0.0
3642,South,2013-05-20,2013-05-26,2013-05-26,0,0,0,0.0
3643,South,2013-05-27,2013-06-02,2013-06-02,0,0,0,0.0
3644,South,2013-06-03,2013-06-09,2013-06-09,0,0,0,0.0
3645,South,2013-06-10,2013-06-16,2013-06-16,98,0,0,0.0
3646,South,2013-06-17,2013-06-23,2013-06-23,56,13,0,0.0
3647,South,2013-06-24,2013-06-30,2013-06-30,78,19,0,0.0
3648,South,2013-07-01,2013-07-07,2013-07-07,152,0,0,0.0
3649,South,2013-07-08,2013-07-14,2013-07-14,35,0,0,0.0
3650,South,2013-07-15,2013-07-21,2013-07-21,62,0,0,0.0
3651,South,2013-07-22,2013-07-28,2013-07-28,80,0,1,0.0
3652,South,2013-07-29,2013-08-04,2013-08-04,0,0,0,0.0
3653,South,2013-08-05,2013-08-11,2013-08-11,47,27,0,0.0
3654,South,2013-08-12,2013-08-18,2013-08-18,0,0,0,0.0
3655,South,2013-08-19,2013-08-25,2013-08-25,31,20,0,0.0
3656,South,2013-08-26,2013-09-01,2013-09-01,155,17,0,0.0
3657,South,2013-09-02,2013-09-08,2013-09-08,0,0,0,0.0
3658,South,2013-09-09,2013-09-15,2013-09-15,0,0,0,0.0
3659,South,2013-09-16,2013-09-22,2013-09-22,144,29,1,3.4482758620689653
3660,South,2013-09-23,2013-09-29,2013-09-29,258,0,0,0.0
3661,South,2013-09-30,2013-10-06,2013-10-06,75,0,0,0.0
3662,South,2013-10-07,2013-10-13,2013-10-13,0,0,0,0.0
3663,South,2013-10-14,2013-10-20,2013-10-20,37,22,0,0.0
3664,South,2013-10-21,2013-10-27,2013-10-27,81,28,1,3.571428571428571
3665,South,2013-10-28,2013-11-03,2013-11-03,67,36,0,0.0
3666,South,2013-11-04,2013-11-10,2013-11-10,36,24,0,0.0
3667,South,2013-11-11,2013-11-17,2013-11-17,78,53,2,3.7735849056603774
3668,South,2013-11-18,2013-11-24,2013-11-24,0,0,0,0.0
3669,South,2013-11-25,2013-12-01,2013-12-01,0,0,0,0.0
3670,South,2013-12-02,2013-12-08,2013-12-08,0,0,0,0.0
3671,South,2013-12-09,2013-12-15,2013-12-15,26,13,0,0.0
3672,South,2013-12-16,2013-12-22,2013-12-22,41,24,1,4.166666666666666
3673,South,2013-12-23,2013-12-29,2013-12-29,0,0,0,0.0
3674,South,2013-12-30,2014-01-05,2014-01-05,0,0,0,0.0
3675,South,2014-01-06,2014-01-12,2014-01-12,52,13,0,0.0
3676,South,2014-01-13,2014-01-19,2014-01-19,0,0,0,0.0
3677,South,2014-01-20,2014-01-26,2014-01-26,23,14,0,0.0
3678,South,2014-01-27,2014-02-02,2014-02-02,77,30,0,0.0
3679,South,2014-02-03,2014-02-09,2014-02-09,150,0,0,0.0
3680,South,2014-02-10,2014-02-16,2014-02-16,30,0,0,0.0
3681,South,2014-02-17,2014-02-23,2014-02-23,0,0,0,0.0
3682,South,2014-02-24,2014-03-02,2014-03-02,0,0,0,0.0
3683,South,2014-03-03,2014-03-09,2014-03-09,57,0,0,0.0
3684,South,2014-03-10,2014-03-16,2014-03-16,30,20,0,0.0
3685,South,2014-03-17,2014-03-23,2014-03-23,0,0,0,0.0
3686,South,2014-03-24,2014-03-30,2014-03-30,30,11,0,0.0
3687,South,2014-03-31,2014-04-06,2014-04-06,180,76,2,2.631578947368421
3688,South,2014-04-07,2014-04-13,2014-04-13,0,0,0,0.0
3689,South,2014-04-14,2014-04-20,2014-04-20,95,58,2,3.4482758620689653
3690,South,2014-04-21,2014-04-27,2014-04-27,0,0,0,0.0
3691,South,2014-04-28,2014-05-04,2014-05-04,200,15,0,0.0
3692,South,2014-05-05,2014-05-11,2014-05-11,66,0,0,0.0
3693,South,2014-05-12,2014-05-18,2014-05-18,63,30,0,0.0
3694,South,2014-05-19,2014-05-25,2014-05-25,0,0,0,0.0
3695,South,2014-05-26,2014-06-01,2014-06-01,35,11,0,0.0
3696,South,2014-06-02,2014-06-08,2014-06-08,54,31,1,3.225806451612903
3697,South,2014-06-09,2014-06-15,2014-06-15,0,0,0,0.0
3698,South,2014-06-16,2014-06-22,2014-06-22,20,11,0,0.0
3699,South,2014-06-23,2014-06-29,2014-06-29,27,8,0,0.0
3700,South,2014-06-30,2014-07-06,2014-07-06,15,0,0,0.0
3701,South,2014-07-07,2014-07-13,2014-07-13,34,11,0,0.0
3702,South,2014-07-14,2014-07-20,2014-07-20,133,50,1,2.0
3703,South,2014-07-21,2014-07-27,2014-07-27,1,1,0,0.0
3704,South,2014-07-28,2014-08-03,2014-08-03,146,31,0,0.0
3705,South,2014-08-04,2014-08-10,2014-08-10,0,0,0,0.0
3706,South,2014-08-11,2014-08-17,2014-08-17,0,0,0,0.0
3707,South,2014-08-18,2014-08-24,2014-08-24,64,23,1,4.3478260869565215
3708,South,2014-08-25,2014-08-31,2014-08-31,25,10,0,0.0
3709,South,2014-09-01,2014-09-07,2014-09-07,49,5,0,0.0
3710,South,2014-09-08,2014-09-14,2014-09-14,249,126,2,1.5873015873015872
3711,South,2014-09-15,2014-09-21,2014-09-21,12,0,0,0.0
3712,South,2014-09-22,2014-09-28,2014-09-28,151,9,0,0.0
3713,South,2014-09-29,2014-10-05,2014-10-05,0,0,0,0.0
3714,South,2014-10-06,2014-10-12,2014-10-12,0,0,0,0.0
3715,South,2014-10-13,2014-10-19,2014-10-19,195,55,1,1.8181818181818181
3716,South,2014-10-20,2014-10-26,2014-10-26,68,29,1,3.4482758620689653
3717,South,2014-10-27,2014-11-02,2014-11-02,67,10,0,0.0
3718,South,2014-11-03,2014-11-09,2014-11-09,0,0,0,0.0
3719,South,2014-11-10,2014-11-16,2014-11-16,42,11,0,0.0
3720,South,2014-11-17,2014-11-23,2014-11-23,0,0,0,0.0
3721,South,2014-11-24,2014-11-30,2014-11-30,0,0,0,0.0
3722,South,2014-12-01,2014-12-07,2014-12-07,41,19,0,0.0
3723,South,2014-12-08,2014-12-14,2014-12-14,0,0,0,0.0
3724,South,2014-12-15,2014-12-21,2014-12-21,0,0,0,0.0
3725,South,2014-12-22,2014-12-28,2014-12-28,0,0,0,0.0
3726,South,2014-12-29,2015-01-04,2015-01-04,0,0,0,0.0
3727,South,2015-01-05,2015-01-11,2015-01-11,0,0,0,0.0
3728,South,2015-01-12,2015-01-18,2015-01-18,62,0,0,0.0
3729,South,2015-01-19,2015-01-25,2015-01-25,25,0,0,0.0
3730,South,2015-01-26,2015-02-01,2015-02-01,4,2,0,0.0
3731,South,2015-02-02,2015-02-08,2015-02-08,0,0,0,0.0
3732,South,2015-02-09,2015-02-15,2015-02-15,0,0,0,0.0
3733,South,2015-02-16,2015-02-22,2015-02-22,39,15,0,0.0
3734,South,2015-02-23,2015-03-01,2015-03-01,143,23,0,0.0
3735,South,2015-03-02,2015-03-08,2015-03-08,0,0,0,0.0
3736,South,2015-03-09,2015-03-15,2015-03-15,85,37,0,0.0
3737,South,2015-03-16,2015-03-22,2015-03-22,26,0,0,0.0
3738,South,2015-03-23,2015-03-29,2015-03-29,284,148,3,2.027027027027027
3739,South,2015-03-30,2015-04-05,2015-04-05,77,22,1,4.545454545454546
3740,South,2015-04-06,2015-04-12,2015-04-12,0,0,0,0.0
3741,South,2015-04-13,2015-04-19,2015-04-19,0,0,0,0.0
3742,South,2015-04-20,2015-04-26,2015-04-26,0,0,0,0.0
3743,South,2015-04-27,2015-05-03,2015-05-03,114,37,1,2.7027027027027026
3744,South,2015-05-04,2015-05-10,2015-05-10,274,54,1,1.8518518518518516
3745,South,2015-05-11,2015-05-17,2015-05-17,0,0,0,0.0
3746,South,2015-05-18,2015-05-24,2015-05-24,155,28,0,0.0
3747,South,2015-05-25,2015-05-31,2015-05-31,11,7,0,0.0
3748,South,2015-06-01,2015-06-07,2015-06-07,96,35,0,0.0
3749,South,2015-06-08,2015-06-14,2015-06-14,0,0,0,0.0
3750,South,2015-06-15,2015-06-21,2015-06-21,52,31,1,3.225806451612903
3751,South,2015-06-22,2015-06-28,2015-06-28,232,0,0,0.0
3752,South,2015-06-29,2015-07-05,2015-07-05,20,0,0,0.0
3753,South,2015-07-06,2015-07-12,2015-07-12,118,61,0,0.0
3754,South,2015-07-13,2015-07-19,2015-07-19,118,6,0,0.0
3755,South,2015-07-20,2015-07-26,2015-07-26,0,0,0,0.0
3756,South,2015-07-27,2015-08-02,2015-08-02,81,43,1,2.3255813953488373
3757,South,2015-08-03,2015-08-09,2015-08-09,6,0,0,0.0
3758,South,2015-08-10,2015-08-16,2015-08-16,0,0,0,0.0
3759,South,2015-08-17,2015-08-23,2015-08-23,1,1,0,0.0
3760,South,2015-08-24,2015-08-30,2015-08-30,156,56,0,0.0
3761,South,2015-08-31,2015-09-06,2015-09-06,0,0,0,0.0
3762,South,2015-09-07,2015-09-13,2015-09-13,93,30,1,3.3333333333333335
3763,South,2015-09-14,2015-09-20,2015-09-20,38,17,0,0.0
3764,South,2015-09-21,2015-09-27,2015-09-27,0,0,0,0.0
3765,South,2015-09-28,2015-10-04,2015-10-04,0,0,0,0.0
3766,South,2015-10-05,2015-10-11,2015-10-11,87,8,0,0.0
3767,South,2015-10-12,2015-10-18,2015-10-18,1,1,0,0.0
3768,South,2015-10-19,2015-10-25,2015-10-25,189,37,0,0.0
3769,South,2015-10-26,2015-11-01,2015-11-01,0,0,0,0.0
3770,South,2015-11-02,2015-11-08,2015-11-08,110,0,0,0.0
3771,South,2015-11-09,2015-11-15,2015-11-15,141,78,1,1.282051282051282
3772,South,2015-11-16,2015-11-22,2015-11-22,97,25,0,0.0
3773,South,2015-11-23,2015-11-29,2015-11-29,159,10,0,0.0
3774,South,2015-11-30,2015-12-06,2015-12-06,0,0,0,0.0
3775,South,2015-12-07,2015-12-13,2015-12-13,0,0,0,0.0
3776,South,2015-12-14,2015-12-20,2015-12-20,0,0,0,0.0
3777,South,2015-12-21,2015-12-27,2015-12-27,0,0,0,0.0
3778,South,2016-01-04,2016-01-10,2016-01-10,72,32,0,0.0
3779,South,2016-01-11,2016-01-17,2016-01-17,0,0,0,0.0
3780,South,2016-01-18,2016-01-24,2016-01-24,13,4,0,0.0
3781,South,2016-01-25,2016-01-31,2016-01-31,0,0,0,0.0
3782,South,2016-02-01,2016-02-07,2016-02-07,25,0,0,0.0
3783,South,2016-02-08,2016-02-14,2016-02-14,25,6,0,0.0
3784,South,2016-02-15,2016-02-21,2016-02-21,0,0,0,0.0
3785,South,2016-02-22,2016-02-28,2016-02-28,19,6,0,0.0
3786,South,2016-02-29,2016-03-06,2016-03-06,0,0,0,0.0
3787,South,2016-03-07,2016-03-13,2016-03-13,0,0,0,0.0
3788,South,2016-03-14,2016-03-20,2016-03-20,0,0,0,0.0
3789,South,2016-03-21,2016-03-27,2016-03-27,82,56,2,3.571428571428571
3790,South,2016-03-28,2016-04-03,2016-04-03,99,66,1,1.5151515151515151
3791,South,2016-04-04,2016-04-10,2016-04-10,211,0,0,0.0
3792,South,2016-04-11,2016-04-17,2016-04-17,77,0,0,0.0
3793,South,2016-04-18,2016-04-24,2016-04-24,0,0,0,0.0
3794,South,2016-04-25,2016-05-01,2016-05-01,0,0,0,0.0
3795,South,2016-05-02,2016-05-08,2016-05-08,104,47,1,2.127659574468085
3796,South,2016-05-09,2016-05-15,2016-05-15,0,0,0,0.0
3797,South,2016-05-16,2016-05-22,2016-05-22,86,0,0,0.0
3798,South,2016-05-23,2016-05-29,2016-05-29,319,77,1,1.2987012987012987
3799,South,2016-05-30,2016-06-05,2016-06-05,69,45,1,2.2222222222222223
3800,South,2016-06-06,2016-06-12,2016-06-12,0,0,0,0.0
3801,South,2016-06-13,2016-06-19,2016-06-19,95,27,1,3.7037037037037033
3802,South,2016-06-20,2016-06-26,2016-06-26,260,118,1,0.847457627118644
3803,South,2016-06-27,2016-07-03,2016-07-03,27,0,0,0.0
3804,South,2016-07-04,2016-07-10,2016-07-10,32,11,0,0.0
3805,South,2016-07-11,2016-07-17,2016-07-17,55,20,1,5.0
3806,South,2016-07-18,2016-07-24,2016-07-24,0,0,0,0.0
3807,South,2016-07-25,2016-07-31,2016-07-31,0,0,0,0.0
3808,South,2016-08-01,2016-08-07,2016-08-07,151,24,0,0.0
3809,South,2016-08-08,2016-08-14,2016-08-14,14,4,0,0.0
3810,South,2016-08-15,2016-08-21,2016-08-21,100,17,0,0.0
3811,South,2016-08-22,2016-08-28,2016-08-28,0,0,0,0.0
3812,South,2016-08-29,2016-09-04,2016-09-04,107,50,1,2.0
3813,South,2016-09-05,2016-09-11,2016-09-11,263,89,1,1.1235955056179776
3814,South,2016-09-12,2016-09-18,2016-09-18,63,36,1,2.7777777777777777
3815,South,2016-09-19,2016-09-25,2016-09-25,110,59,1,1.694915254237288
3816,South,2016-09-26,2016-10-02,2016-10-02,0,0,0,0.0
3817,South,2016-10-03,2016-10-09,2016-10-09,51,0,0,0.0
3818,South,2016-10-10,2016-10-16,2016-10-16,0,0,0,0.0
3819,South,2016-10-17,2016-10-23,2016-10-23,0,0,0,0.0
3820,South,2016-10-24,2016-10-30,2016-10-30,10,5,0,0.0
3821,South,2016-10-31,2016-11-06,2016-11-06,118,24,1,4.166666666666666
3822,South,2016-11-07,2016-11-13,2016-11-13,41,14,0,0.0
3823,South,2016-11-14,2016-11-20,2016-11-20,5,0,0,0.0
3824,South,2016-11-21,2016-11-27,2016-11-27,0,0,0,0.0
3825,South,2016-11-28,2016-12-04,2016-12-04,0,0,0,0.0
3826,South,2016-12-05,2016-12-11,2016-12-11,86,18,0,0.0
3827,South,2016-12-12,2016-12-18,2016-12-18,0,0,0,0.0
3828,South,2016-12-19,2016-12-25,2016-12-25,0,0,0,0.0
3829,South,2016-12-26,2017-01-01,2017-01-01,0,0,0,0.0
3830,South,2017-01-02,2017-01-08,2017-01-08,0,0,0,0.0
3831,South,2017-01-09,2017-01-15,2017-01-15,0,0,0,0.0
3832,South,2017-01-16,2017-01-22,2017-01-22,43,22,1,4.545454545454546
3833,South,2017-01-23,2017-01-29,2017-01-29,0,0,0,0.0
3834,South,2017-01-30,2017-02-05,2017-02-05,73,0,0,0.0
3835,South,2017-02-06,2017-02-12,2017-02-12,0,0,0,0.0
3836,South,2017-02-13,2017-02-19,2017-02-19,37,24,0,0.0
3837,South,2017-02-20,2017-02-26,2017-02-26,0,0,0,0.0
3838,South,2017-02-27,2017-03-05,2017-03-05,0,0,0,0.0
3839,South,2017-03-06,2017-03-12,2017-03-12,0,0,0,0.0
3840,South,2017-03-13,2017-03-19,2017-03-19,0,0,0,0.0
3841,South,2017-03-20,2017-03-26,2017-03-26,84,42,0,0.0
3842,South,2017-03-27,2017-04-02,2017-04-02,162,54,1,1.8518518518518516
3843,South,2017-04-03,2017-04-09,2017-04-09,0,0,0,0.0
3844,South,2017-04-10,2017-04-16,2017-04-16,49,18,0,0.0
3845,South,2017-04-17,2017-04-23,2017-04-23,0,0,0,0.0
3846,South,2017-04-24,2017-04-30,2017-04-30,0,0,0,0.0
3847,South,2017-05-01,2017-05-07,2017-05-07,0,0,0,0.0
3848,South,2017-05-08,2017-05-14,2017-05-14,0,0,0,0.0
3849,South,2017-05-15,2017-05-21,2017-05-21,188,125,3,2.4
3850,South,2017-05-22,2017-05-28,2017-05-28,128,70,1,1.4285714285714286
3851,South,2017-05-29,2017-06-04,2017-06-04,0,0,0,0.0
3852,South,2017-06-05,2017-06-11,2017-06-11,73,19,0,0.0
3853,South,2017-06-12,2017-06-18,2017-06-18,62,20,0,0.0
3854,South,2017-06-19,2017-06-25,2017-06-25,0,0,0,0.0
3855,South,2017-06-26,2017-07-02,2017-07-02,17,6,0,0.0
3856,South,2017-07-03,2017-07-09,2017-07-09,0,0,0,0.0
3857,South,2017-07-10,2017-07-16,2017-07-16,84,48,0,0.0
3858,South,2017-07-17,2017-07-23,2017-07-23,0,0,0,0.0
3859,South,2017-07-24,2017-07-30,2017-07-30,118,0,0,0.0
3860,South,2017-07-31,2017-08-06,2017-08-06,28,18,0,0.0
3861,South,2017-08-07,2017-08-13,2017-08-13,0,0,0,0.0
3862,South,2017-08-14,2017-08-20,2017-08-20,30,10,0,0.0
3863,South,2017-08-21,2017-08-27,2017-08-27,153,46,1,2.1739130434782608
3864,South,2017-08-28,2017-09-03,2017-09-03,0,0,0,0.0
3865,South,2017-09-04,2017-09-10,2017-09-10,44,11,0,0.0
3866,South,2017-09-11,2017-09-17,2017-09-17,82,47,1,2.127659574468085
3867,South,2017-09-18,2017-09-24,2017-09-24,53,25,0,0.0
3868,South,2017-09-25,2017-10-01,2017-10-01,0,0,0,0.0
3869,South,2017-10-02,2017-10-08,2017-10-08,112,54,1,1.8518518518518516
3870,South,2017-10-09,2017-10-15,2017-10-15,82,29,1,3.4482758620689653
3871,South,2017-10-16,2017-10-22,2017-10-22,191,58,1,1.7241379310344827
3872,South,2017-10-23,2017-10-29,2017-10-29,75,26,0,0.0
3873,South,2017-10-30,2017-11-05,2017-11-05,126,45,1,2.2222222222222223
3874,South,2017-11-06,2017-11-12,2017-11-12,0,0,0,0.0
3875,South,2017-11-13,2017-11-19,2017-11-19,41,14,0,0.0
3876,South,2017-11-20,2017-11-26,2017-11-26,0,0,0,0.0
3877,South,2017-11-27,2017-12-03,2017-12-03,0,0,0,0.0
3878,South,2017-12-04,2017-12-10,2017-12-10,20,5,0,0.0
3879,South,2017-12-11,2017-12-17,2017-12-17,4,1,0,0.0
3880,South,2017-12-18,2017-12-24,2017-12-24,6,0,0,0.0
3881,South,2017-12-25,2017-12-31,2017-12-31,74,26,1,3.8461538461538463
3882,South,2018-01-01,2018-01-07,2018-01-07,22,9,0,0.0
3883,South,2018-01-01,2018-12-30,2018-12-30,42,16,1,6.25
3884,South,2018-01-08,2018-01-14,2018-01-14,0,0,0,0.0
3885,South,2018-01-15,2018-01-21,2018-01-21,0,0,0,0.0
3886,South,2018-01-22,2018-01-28,2018-01-28,0,0,0,0.0
3887,South,2018-01-29,2018-02-04,2018-02-04,0,0,0,0.0
3888,South,2018-02-05,2018-02-11,2018-02-11,0,0,0,0.0
3889,South,2018-02-12,2018-02-18,2018-02-18,33,0,0,0.0
3890,South,2018-02-19,2018-02-25,2018-02-25,0,0,0,0.0
3891,South,2018-02-26,2018-03-04,2018-03-04,0,0,0,0.0
3892,South,2018-03-05,2018-03-11,2018-03-11,0,0,0,0.0
3893,South,2018-03-12,2018-03-18,2018-03-18,0,0,0,0.0
3894,South,2018-03-19,2018-03-25,2018-03-25,32,15,0,0.0
3895,South,2018-03-26,2018-04-01,2018-04-01,0,0,0,0.0
3896,South,2018-04-02,2018-04-08,2018-04-08,0,0,0,0.0
3897,South,2018-04-09,2018-04-15,2018-04-15,0,0,0,0.0
3898,South,2018-04-16,2018-04-22,2018-04-22,44,15,0,0.0
3899,South,2018-04-23,2018-04-29,2018-04-29,119,1,0,0.0
3900,South,2018-04-30,2018-05-06,2018-05-06,0,0,0,0.0
3901,South,2018-05-07,2018-05-13,2018-05-13,1,0,0,0.0
3902,South,2018-05-14,2018-05-20,2018-05-20,265,0,0,0.0
3903,South,2018-05-21,2018-05-27,2018-05-27,0,0,0,0.0
3904,South,2018-05-28,2018-06-03,2018-06-03,0,0,0,0.0
3905,South,2018-06-04,2018-06-10,2018-06-10,44,15,0,0.0
3906,South,2018-06-11,2018-06-17,2018-06-17,61,37,1,2.7027027027027026
3907,South,2018-06-18,2018-06-24,2018-06-24,36,0,0,0.0
3908,South,2018-06-25,2018-07-01,2018-07-01,0,0,0,0.0
3909,South,2018-07-02,2018-07-08,2018-07-08,0,0,0,0.0
3910,South,2018-07-09,2018-07-15,2018-07-15,0,0,0,0.0
3911,South,2018-07-16,2018-07-22,2018-07-22,41,16,0,0.0
3912,South,2018-07-23,2018-07-29,2018-07-29,0,0,0,0.0
3913,South,2018-07-30,2018-08-05,2018-08-05,0,0,0,0.0
3914,South,2018-08-06,2018-08-12,2018-08-12,0,0,0,0.0
3915,South,2018-08-13,2018-08-19,2018-08-19,74,0,0,0.0
3916,South,2018-08-20,2018-08-26,2018-08-26,0,0,0,0.0
3917,South,2018-08-27,2018-09-02,2018-09-02,14,0,0,0.0
3918,South,2018-09-03,2018-09-09,2018-09-09,0,0,0,0.0
3919,South,2018-09-10,2018-09-16,2018-09-16,0,0,0,0.0
3920,South,2018-09-17,2018-09-23,2018-09-23,122,18,0,0.0
3921,South,2018-09-24,2018-09-30,2018-09-30,0,0,0,0.0
3922,South,2018-10-01,2018-10-07,2018-10-07,106,47,1,2.127659574468085
3923,South,2018-10-08,2018-10-14,2018-10-14,0,0,0,0.0
3924,South,2018-10-15,2018-10-21,2018-10-21,0,0,0,0.0
3925,South,2018-10-22,2018-10-28,2018-10-28,76,17,0,0.0
3926,South,2018-10-29,2018-11-04,2018-11-04,89,16,0,0.0
3927,South,2018-11-05,2018-11-11,2018-11-11,0,0,0,0.0
3928,South,2018-11-12,2018-11-18,2018-11-18,0,0,0,0.0
3929,South,2018-11-19,2018-11-25,2018-11-25,62,7,0,0.0
3930,South,2018-11-26,2018-12-02,2018-12-02,0,0,0,0.0
3931,South,2018-12-10,2018-12-16,2018-12-16,35,0,0,0.0
3932,South,2018-12-17,2018-12-23,2018-12-23,0,0,0,0.0
3933,South,2018-12-24,2018-12-30,2018-12-30,0,0,0,0.0
